Year,File Type,File Size,Compression,Resolution,Season,Image File,World File,Location
2012,ECW,8MB,1:04,10cm,Spring,https://wpgopendata.blob.core.windows.net/ortho-photos-2012/E19C-3.ecw,https://wpgopendata.blob.core.windows.net/ortho-photos-2012/E19C-3.eww,"POLYGON ((-96.963412663185 49.908983477218, -96.963601958764 49.904489221416, -96.9667499969 49.904544481831, -96.966560993459 49.909038746374, -96.963412663185 49.908983477218))"
2012,ECW,6MB,1:04,10cm,Spring,https://wpgopendata.blob.core.windows.net/ortho-photos-2012/L6C-1.ecw,https://wpgopendata.blob.core.windows.net/ortho-photos-2012/L6C-1.eww,"POLYGON ((-97.325116987011 49.811331838695, -97.325159408919 49.810102837116, -97.332105826213 49.810203037665, -97.332063580051 49.811432043575, -97.325116987011 49.811331838695))"
2012,ECW,8MB,1:04,10cm,Spring,https://wpgopendata.blob.core.windows.net/ortho-photos-2012/D8C-3.ecw,https://wpgopendata.blob.core.windows.net/ortho-photos-2012/D8C-3.eww,"POLYGON ((-97.267315712133 49.929414897689, -97.267387343017 49.927417308979, -97.272326929292 49.927491015793, -97.272255502376 49.929488609686, -97.267315712133 49.929414897689))"
2012,ECW,21MB,1:04,10cm,Spring,https://wpgopendata.blob.core.windows.net/ortho-photos-2012/N11C-4.ecw,https://wpgopendata.blob.core.windows.net/ortho-photos-2012/N11C-4.eww,"POLYGON ((-97.180764076406 49.768677122851, -97.180932340248 49.76418218316, -97.18787166228 49.76429095489, -97.187704039467 49.768785911774, -97.180764076406 49.768677122851))"
2012,ECW,15MB,1:04,10cm,Spring,https://wpgopendata.blob.core.windows.net/ortho-photos-2012/F9C-4.ecw,https://wpgopendata.blob.core.windows.net/ortho-photos-2012/F9C-4.eww,"POLYGON ((-97.231700468209 49.895396328152, -97.23186475665 49.890901361951, -97.238822423984 49.891007278019, -97.238658781206 49.895502260976, -97.231700468209 49.895396328152))"
2012,ECW,27MB,1:04,10cm,Spring,https://wpgopendata.blob.core.windows.net/ortho-photos-2012/Q10D-3.ecw,https://wpgopendata.blob.core.windows.net/ortho-photos-2012/Q10D-3.eww,"POLYGON ((-97.202913647994 49.733042204924, -97.203079654719 49.728547182529, -97.210013979843 49.728654572105, -97.209848612904 49.733149611472, -97.202913647994 49.733042204924))"
2012,ECW,13MB,1:04,10cm,Spring,https://wpgopendata.blob.core.windows.net/ortho-photos-2012/H16B-4.ecw,https://wpgopendata.blob.core.windows.net/ortho-photos-2012/H16B-4.eww,"POLYGON ((-97.026599031051 49.865100687895, -97.026782171565 49.860606224207, -97.032470707261 49.860702940931, -97.032288093887 49.865197419914, -97.026599031051 49.865100687895))"
2012,ECW,18MB,1:04,10cm,Spring,https://wpgopendata.blob.core.windows.net/ortho-photos-2012/B14C-4.ecw,https://wpgopendata.blob.core.windows.net/ortho-photos-2012/B14C-4.eww,"POLYGON ((-97.089701854054 49.965103368115, -97.08987976867 49.960608814316, -97.096846923437 49.960723364945, -97.096669656806 49.965217936872, -97.089701854054 49.965103368115))"
2012,ECW,16MB,1:04,10cm,Spring,https://wpgopendata.blob.core.windows.net/ortho-photos-2012/L12A-2.ecw,https://wpgopendata.blob.core.windows.net/ortho-photos-2012/L12A-2.eww,"POLYGON ((-97.151122705804 49.817681125363, -97.151294006691 49.813186298417, -97.158240218215 49.813296923975, -97.158069560075 49.817791768412, -97.151122705804 49.817681125363))"
2012,ECW,16MB,1:04,10cm,Spring,https://wpgopendata.blob.core.windows.net/ortho-photos-2012/H7B-4.ecw,https://wpgopendata.blob.core.windows.net/ortho-photos-2012/H7B-4.eww,"POLYGON ((-97.274412841133 49.869055211594, -97.274573013225 49.864560122557, -97.281527054303 49.864663436564, -97.281367526982 49.869158541943, -97.274412841133 49.869055211594))"
